fein,employer_name,lca_count,certified_count,worksite_cities,worksite_counties
82-1926278,"Maidstone Consulting Group, LLC",1,1,Evanston,COOK
82-1906319,"Civic Architectural Group Inc.",1,1,"Orland Park",COOK
82-1880743,"ALFVO LLC.",1,1,NAPERVILLE,DUPAGE
82-1818793,"Star Technology Solutions Inc",1,1,Schaumburg,COOK
82-1781660,"Cloud Data Systems Inc",1,1,Chicago,COOK
82-1762951,"ARDOR IT SOLUTIONS INC",1,1,WHEELING,COOK
82-1734926,"Fibre-Tec Acquisitions LLC",1,1,Chicago,COOK
82-1649043,"VDRIVE IT SOLUTIONS, INC.",1,1,Chicago,COOK
82-1557759,"Aimpoint Digital, LP",1,1,Evanston,COOK
82-1554085,"Great Heights OTP",1,1,"Calumet City",COOK
82-1536757,"PNSMGN Incorporated",1,1,Bensenville,COOK
82-1420534,"JBZIM Properties LLC",1,1,Naperville,DUPAGE
82-1335107,"WISE GEN INC",1,1,"PINGREE GROVE",KANE
82-1165484,"Ubiety Technologies, Inc.",1,1,Chicgao,COOK
82-1132112,"American Distributors LLC",1,1,Bensenville,DUPAGE
82-1123778,"Getech Law LLC",1,1,Chicago,COOK
82-0975705,"Corplex USA LLC",1,1,Romeoville,WILL
82-0921680,"North Gravity LLC",1,1,Chicago,COOK
82-0872578,"Chicago Psych Therapy Group Inc",1,1,Evanston,COOK
82-0756527,"Coalition Inc.",1,1,Chicago,COOK
82-0747281,"Molina Technologies LLC.",1,1,Chicago,COOK
82-0687139,"Hazel Technologies, Inc.",1,1,Chicago,COOK
82-0666967,"Qualified Digital LLC",1,1,"Vernon Hills",LAKE
82-0554874,"COMPUTER ARITHMETIC LLC",1,1,GLENVIEW,COOK
81-5470017,"Caliber IT Solutions Inc",1,1,Westchester,COOK
81-5467325,"Metrix IT Solutions INC",1,1,Chicago,COOK
81-5390626,"NexGen Financial, Inc",1,1,Chicago,COOK
81-5329413,"Accelerated Digital Media, LLC",1,1,"Highland Park",LAKE
81-5304075,"ASHATEK LLC",1,1,CHICAGO,COOK
81-5069204,"Sign-IN Solutions INC",1,1,"Oak Brook",DUPAGE
81-5056476,"MENZO TECHNOLOGIES CORP.",1,1,WILMETTE,COOK
81-5050528,"Intelligent Flying Machines, Inc.",1,1,Chicago,COOK
81-5043590,"BCT CONSULTING INC.",1,1,NAPERVILLE,DUPAGE
81-4958197,"Speechify, Inc.",1,1,Chicago,COOK
81-4957485,"Zensoft IT Solutions Inc",1,1,Chicago,COOK
81-4901924,"Peralte-Clark, LLC",1,1,"Arlington Heights",COOK
81-4749076,"Disgital Inc. (d.b.a Masjidal)",1,1,"South Barrington",LAKE
81-4745187,"AGILEITSERVICE LLC.",1,1,CHICAGO,COOK
81-4717257,"American Software Professionals Group LLC",1,1,Schaumburg,COOK
81-4614190,"SM Logics Inc",1,1,Aurora,DUPAGE
81-4555217,"Azul 3D Inc",1,1,Skokie,COOK
81-4462567,"Global Executive Council Services",1,1,Chicago,COOK
81-4387992,"PharmaCord LLC",1,1,Chicago,COOK
81-4384098,"Prospect Equities Real Estate, LLC",1,1,Chicago,COOK
81-4378065,"RCP Advisors 3 LLC",1,1,Chicago,COOK
81-4310365,"Ciberlynx Inc",1,1,Riverwoods,LAKE
81-4159504,"Mapletree US Management LLC",1,1,Chicago,COOK
81-4150067,"AARNA PRIYA INC",1,1,Chicago,COOK
81-4143307,"Veridic Solutions LLC",1,1,"Plain Field",WILL
81-3981742,"Crimson Education USA Inc.",1,1,Evanston,COOK
81-3884753,"MY24X7SUPPORT INC.",1,1,Chicago,COOK
81-3708410,"NESTOR TECHNOLOGIES, INC.",1,1,BOLINGBROOK,WILL
81-3673584,"Welkin Technologies LLC",1,1,Plainfield,WILL
81-3604920,"Magnolia Capital Management Company Inc.",1,1,Chicago,COOK
81-3550893,"Urban Grid Solar Projects LLC",1,1,Chicago,COOK
81-3407371,"Nuveen Services, LLC",1,1,Chicago,COOK
81-3368607,"HUMZAVIS DENTAL PC",1,1,SKOKIE,COOK
81-3264926,"Enklu, Inc.",1,1,Chicago,COOK
81-3003449,"TE'AMO LLC",1,1,Chicago,COOK
81-2971921,"DEXTEROUSUSA, INC.",1,1,"Deer Park",LAKE
81-2828433,"Turf Design, Inc.",1,1,Chicago,COOK
81-2803002,"SunCloud Health, S.C.",1,1,Northbrook,COOK
81-2770743,"Abhay Solutions Inc",1,1,Aurora,DUPAGE
81-2654196,"Nova Credit, Inc.",1,1,Chicago,COOK
81-2541898,"UP2DATE TECHNOLOGY SOLUTIONS LLC",1,1,CHICAGO,COOK
81-2536018,"Sphera Solutions, Inc.",1,1,Chicago,COOK
81-2489394,"Prorsum Technologies, Inc.",1,1,Itasca,DUPAGE
81-2423352,"Horse Pilates LLC",1,1,Algonquin,MCHENRY
81-2419784,"Ardagh Metal Packaging USA Corp.",1,1,"Elk Grove Village",DUPAGE
81-2391387,"Tek Spikes LLC",1,1,CHICAGO,COOK
81-2341157,"AYITC LLC",1,1,Chicago,COOK
81-2273516,"TECHSMART GLOBAL, INC.",1,1,CHICAGO,COOK
81-2174542,"ASTIR TECHNOLOGIES, LLC",1,1,Chicago,COOK
81-2168731,"IAOS SOLUTIONS, INC",1,1,"Arlington Heights",COOK
81-2162327,"Envestnet Financial Technologies, Inc.",1,1,Berwyn,COOK
81-1792406,"Nantez Inc",1,1,Schaumburg,COOK
81-1743138,"Hearst Autos, Inc.",1,1,Chicago,COOK
81-1605631,"Amnet Tech LLC",1,1,"Vernon Hills",LAKE
81-1264381,"Blue Crab Strategies LLC",1,1,Chicago,COOK
81-1255038,"Cyclopure Inc.",1,1,Evanston,COOK
81-1231141,"CTG I LLC",1,1,Chicago,COOK
81-1185203,"Jarecki Law Group, LLC",1,1,Chicago,COOK
81-1000974,"One Step Professional Services LLC",1,1,Chicago,COOK
81-0940478,"Acmetel USA, LLC",1,1,"Oakbrook Terrace",DUPAGE
81-0905808,"SMART TECH CONSULTING INC",1,1,Lombard,DUPAGE
81-0899427,"Homco Renaissance Inc.",1,1,Bartlett,DUPAGE
81-0847869,"LFP Management, LLC",1,1,Chicago,COOK
81-0757682,"Tek Ninjas Solutions,LLC.",1,1,WHEELING,COOK
81-0596866,"Dyson, Inc.",1,1,Chicago,COOK
81-0586671,"CURO Management Corp",1,1,"Buffalo Grove",LAKE
81-0550219,"Zimmer US, Inc.",1,1,Plainfield,WILL
81-0422894,"Light & Wonder, Inc.",1,1,Chicago,COOK
80-0906550,"GX2 Systems, LLC",1,1,Chicago,COOK
80-0900177,"Professional Diversity Network, Inc.",1,1,Chicago,COOK
80-0885860,"McGraw Hill LLC",1,1,Naperville,WILL
80-0865491,"Atosa USA, Inc.",1,1,"Homer Glenn",WILL
80-0845705,"Liv Companies LLC",1,1,"Burr Ridge",COOK
80-0841163,"Elasticsearch, Inc.",1,1,Naperville,DUPAGE
80-0712492,"Pindrop Security, Inc.",1,1,Chicago,COOK
80-0668317,"BroadMinds Inc",1,1,Glenview,COOK
80-0555431,"SPOTIFY USA, INC.",1,1,Chicago,COOK
80-0534090,"Moldex3D Northern America, Inc.",1,1,Bartlett,DUPAGE
80-0496603,"Lawson Products, Inc.",1,1,Chicago,COOK
80-0485576,"AIG PC Global Services, Inc.",1,1,Chicago,COOK
80-0395967,"BDT Capital Partners, LLC",1,1,Chicago,COOK
80-0298139,"WP Company LLC",1,1,Chicago,COOK
80-0167269,"ABBVIE ENDOCRINOLOGY INC.",1,1,"NORTH CHICAGO",LAKE
77-0701013,"PatientPoint Network Solutions, LLC",1,1,Chicago,COOK
77-0666871,"ICE FUTURES US INC",1,1,Chicago,COOK
77-0601042,"Lotus Automotive Inc.",1,1,Bensenville,DUPAGE
77-0566254,"Integration Appliances, Inc.",1,1,Chicago,COOK
77-0558353,"Medallia, Inc.",1,1,Naperville,DUPAGE
77-0533993,"URPAN TECHNOLOGIES INC",1,1,Chicago,COOK
77-0526515,"Sage Intacct, Inc.",1,1,Streamwood,COOK
77-0487526,"Equinix, Inc.",1,1,Chicago,COOK
77-0476629,"INNOMINDS SOFTWARE INC",1,1,WAUKEGAN,LAKE
77-0470789,"eHealthInsurance Services, Inc.",1,1,Kildeer,LAKE
77-0467272,"Netflix, Inc.",1,1,Chicago,COOK
77-0441625,CEPHEID,1,1,Naperville,DUPAGE
77-0440621,"Cisco Systems Capital Corporation",1,1,Mundelein,LAKE
77-0439730,"Ariba, Inc.",1,1,Chicago,COOK
77-0430924,"eBay Inc.",1,1,"Vernon Hills",LAKE
77-0307520,"NetApp, Inc.",1,1,Elgin,KANE
77-0248793,"Lingraphicare America, Inc.",1,1,"Glendale Heights",COOK
76-0835443,"QUANTUMSOFT SOLUTIONS, INC.",1,1,RIVERWOODS,LAKE
76-0505374,"Infodat International Inc.",1,1,Palatine,COOK
76-0305675,"RiceTec, Inc.",1,1,Chicago,COOK
76-0291977,"World Fuel Services, Inc.",1,1,Chicago,COOK
76-0253330,"Cooper Power Systems, LLC",1,1,"Carol Stream",DUPAGE
76-0204563,"Honeywell Analytics Inc.",1,1,Rosemont,COOK
76-0163936,"Rimkus Consulting Group, Inc.",1,1,Willowbrook,DUPAGE
75-3265376,"Avvale, Inc.",1,1,Chicago,COOK
75-3112388,"Tan Extreme, Inc.",1,1,Lincolnwood,COOK
75-3098915,"U.S. Green Building Council - Illinois Chapter",1,1,Chicago,COOK
75-3091630,"Demiurge Studios, Inc.",1,1,Chicago,COOK
75-3045952,"Generator Media and Analytics",1,1,Aurora,DUPAGE
75-3019302,"Janus Henderson Investors US LLC",1,1,Chicago,COOK
75-2916159,"FIRST OBJECT INC",1,1,NAPERVILLE,WILL
75-2879901,"IBA PROTON THERAPY, INC.",1,1,Warrenville,DUPAGE
75-2728894,"Siemens Industry Software Inc.",1,1,Chicago,COOK
75-2291093,"General Motors Financial Company, Inc.",1,1,Elgin,KANE
75-2109502,"Sabre GLBL Inc.",1,1,Naperville,DUPAGE
75-1079692,"Corgan Associates, Inc.",1,1,Chicago,COOK
74-6000203,"The University of Texas at Austin",1,1,Chicago,COOK
74-3243943,"Motherson Technology Services USA, Ltd.",1,1,Schaumburg,COOK
74-3243189,"Sia Partners US, Inc.",1,1,Chicago,COOK
74-3237078,"AVENTURE SYSTEMS LLC",1,1,Chicago,COOK
74-3178292,"Ridgeline Consultants, LLC",1,1,Montgomery,KANE
74-3078809,"Noga Foods Inc.",1,1,"Schiller Park",COOK
74-3066911,"Archer Grey, LLC",1,1,Schaumburg,COOK
74-3064240,"Redfin Corporation",1,1,Chicago,COOK
74-2820977,"Prologis Management LLC",1,1,Chicago,COOK
74-2747608,"LUMINEX CORPORATION",1,1,Northbrook,COOK
74-2337775,"Visionworks of America, Inc.",1,1,"Evergreen Park",COOK
74-2325267,"PPD Development, L.P.",1,1,Aurora,DUPAGE
74-1554339,"Walter P. Moore & Associates, Inc.",1,1,Chicago,COOK
74-1201087,"NORTON ROSE FULBRIGHT US LLP",1,1,CHICAGO,COOK
74-1149540,"Circle K Stores Inc.",1,1,Lisle,DUPAGE
74-0959140,"United Services Automobile Association",1,1,Aurora,DUPAGE
73-1726638,"Astellas US LLC",1,1,Northbrook,COOK
73-1723493,"HGX CX Technologies, Inc.",1,1,Warrenville,DUPAGE
73-1685839,"Pride Technologies LLC",1,1,Chicago,COOK
72-1563114,"ATEC GROUP",1,1,Waukegan,LAKE
72-0502505,"Ochsner Clinic Foundation",1,1,"Oak Park",COOK
71-0918189,"LHC Group, Inc.",1,1,Chicago,COOK
71-0903699,"PRIMUS Global Services, Inc.",1,1,Elgin,KANE
71-0884875,"Zillion Technologies Inc.",1,1,Chicago,COOK
68-0682665,"Reply Inc",1,1,Chicago,COOK
68-0677411,"FPT USA Corporation",1,1,Lincolnshire,LAKE
68-0551851,"PALANTIR TECHNOLOGIES INC.",1,1,Chicago,COOK
68-0407321,"SAP Industries, Inc.",1,1,Naperville,DUPAGE
68-0372650,"Radiant Logic, Inc.",1,1,Chicago,COOK
68-0300457,"Macias Gini & O'Connell LLP",1,1,Chicago,COOK
68-0298229,"R SYSTEMS INC.",1,1,"HOFFMAN ESTATES",COOK
68-0098368,"SoFi Bank N.A.",1,1,Wheeling,COOK
65-1222997,"DATAMART SYSTEMS, INC.",1,1,"Wood Dale",DUPAGE
63-0517713,"North Alabama Fabricating Company, Inc.",1,1,Chicago,COOK
62-1644402,"Ingram Micro Inc.",1,1,"Carol Stream",DUPAGE
62-1255088,"U.S. Xpress, Inc.",1,1,Chicago,COOK
62-0794126,"Gresham Smith",1,1,Chicago,COOK
61-6025780,"ROBERT BOSCH TOOL CORPORATION",1,1,"Mount Prospect",COOK
61-2177139,"SKE TECHNOLOGY USA INC",1,1,"Des Plaines",COOK
61-2004775,"DK Hospitality LLC",1,1,"St. Charles",KANE
61-1939675,"Mesons Technologies LLC",1,1,Chicago,COOK
61-1922173,"MIZ Tech Solutions LLC",1,1,Glenview,COOK
61-1794096,"Phoenix Innovations LLC",1,1,Chicago,COOK
61-1547778,"FLEXTON, INC",1,1,GURNEE,LAKE
61-1480447,"AT Mechanical",1,1,"Melrose Park",COOK
61-1437265,"Tangent Technologies, LLC.",1,1,Aurora,KANE
61-1226642,"Gray Architects and Engineers PSCPC",1,1,Aurora,DUPAGE
61-0647538,"Humana Inc.",1,1,Wheeling,COOK
61-0366810,"R.C. Tway Company, LLC",1,1,"University Park",WILL
61-0310940,"International Paint LLC",1,1,Waukegan,LAKE
59-6002052,"UNIVERSITY OF FLORIDA",1,1,Batavia,KANE
59-3667640,"INTERPLAN LLC",1,1,Lombard,DUPAGE
59-3455070,"Strategic Staffing Solutions, L.C.",1,1,Palatine,COOK
59-3435175,"Informa Support Services, Inc.",1,1,Rosemont,COOK
59-3042535,"Disparti Law Group, P.A.",1,1,Chicago,COOK
59-2521756,"MDA Systems Inc.",1,1,Naperville,DUPAGE
59-2389435,"Chico's FAS, Inc.",1,1,Chicago,COOK
59-2170012,"ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP.",1,1,"La Grange",COOK
58-2555670,"Intercontinental Exchange Holdings, Inc.",1,1,Aurora,DUPAGE
58-2405152,"MERIDIAN SOFTWARE SOLUTIONS, INC.",1,1,CHICAGO,COOK
58-2364509,"RREEF Management LLC",1,1,Chicago,COOK
58-2283470,"Six Continents Hotels, Inc. (InterContinental Hotels Group)",1,1,Chicago,COOK
58-2227989,"Global Payment Holding Company",1,1,Chicago,COOK
58-2198841,"Unifi Aviation, LLC",1,1,Chicago,COOK
58-2073834,"Entrivis Technologies, Inc.",1,1,Chicago,COOK
58-2069671,"Snap-on Tools Company LLC",1,1,"Crystal Lake",MCHENRY
58-2020515,"SOUTHWIRE COMPANY, LLC",1,1,Naperville,WILL
58-1307629,"Rodl Management, Inc.",1,1,Chicago,COOK
57-1215250,"Skyway Concession Company LLC",1,1,Chicago,COOK
57-0511073,"PAI Holdings, LLC",1,1,Schaumburg,COOK
56-2677058,"Quanta Technology, LLC",1,1,Lombard,DUPAGE
56-2584790,"BAUMANN CONSULTING, INC.",1,1,Chicago,COOK
56-2479324,"Charles River Laboratories Ashland, LLC",1,1,Skokie,COOK
56-2423536,"IDEX Service Corporation",1,1,Chicago,COOK
56-2372046,"Versa Shore Inc",1,1,Chicago,COOK
56-2237457,"GXO Logistics Supply Chain, Inc.",1,1,Romeoville,WILL
56-2220906,"Stantec Architecture Inc.",1,1,Chicago,COOK
56-2076959,"XTGLOBAL, INC.",1,1,SCHAUMBURG,COOK
56-2001572,"Syngenta Crop Protection LLC",1,1,Chicago,COOK
56-1323952,"IQVIA RDS Inc.",1,1,"Des Plaines",COOK
56-1275336,"INMAR CLEARING, INC.",1,1,CHICAGO,COOK
56-0886217,"Baker Interiors Furniture Company",1,1,Chicago,COOK
55-0915823,"IIT JOBS INC.",1,1,"North Chicago",LAKE
55-0800054,"Mauser Packaging Solutions Holding Company",1,1,Mundelein,LAKE
55-0708567,"WEST VIRGINIA STATE UNIVERSITY RESEARCH AND DEVELOPMENT CORPORATION",1,1,CHICAGO,COOK
54-2053754,"iTech US, Inc.",1,1,Chicago,COOK
54-2036215,"New America Alliance Inc",1,1,Cicero,COOK
54-1961901,"Indus Group, Inc.",1,1,Chicago,COOK
54-1956084,"Appian Corporation",1,1,Schaumburg,COOK
54-1923952,"Acumen Solutions, Inc.",1,1,"Buffalo Grove",LAKE
54-1824297,"Cyber Korp Inc",1,1,Bloomingdale,DUPAGE
54-1708417,"ABBOTT RAPID DIAGNOSTICS INFORMATICS, INC.",1,1,"Lake Forest",LAKE
54-1500263,"ICF Resources, LLC",1,1,Chicago,COOK
54-1204111,"Pharmaceutical Research Associates, Inc.",1,1,Wilmette,COOK
54-0912221,"American Water Resources, LLC",1,1,Naperville,DUPAGE
53-0242652,"The Nature Conservancy",1,1,Chicago,COOK
53-0181291,"WILLIS TOWERS WATSON US LLC",1,1,Chicago,COOK
53-0088710,"Financial Industry Regulatory Authority, Inc.",1,1,Chicago,COOK
52-2449153,"Lenovo (United States) Inc",1,1,Chicago,COOK
52-2284225,"Move Sales, Inc",1,1,Bloomingdale,DUPAGE
52-2277992,"DPP TECH, INC.",1,1,CHICAGO,COOK
52-2215302,"AMA Consulting Engineers, P.C.",1,1,"Hannover Park",COOK
52-2195628,"NAGARRO, INC",1,1,CHICAGO,COOK
52-2146853,"STRUCTURE DESIGNS, INC.",1,1,CHICAGO,COOK
52-2084569,"Builders FirstSource, Inc.",1,1,Skokie,COOK
52-2055918,"Marriott International, Inc.",1,1,Chicago,COOK
52-1915109,"INTERNATIONAL SOFTWARE SYSTEMS INC",1,1,Riverwoods,LAKE
52-1711839,"Councilor, Buchanan & Mitchell, P.C.",1,1,Northbrook,COOK
52-1471842,"RELX, Inc.",1,1,Plainfield,WILL
52-1229933,"EASTLAND FOOD CORPORATION",1,1,Bolingbrook,WILL
52-0998217,"LHC Group, Inc.",1,1,Chicago,COOK
51-0677644,"SYSAZZLE, INC.",1,1,BOLINGBROOK,DUPAGE
51-0677502,"Braintree Technology Solutions LLC",1,1,Naperville,WILL
51-0668549,"EFE INTERNATIONAL INC",1,1,Chicago,COOK
51-0606563,"Amba Systems",1,1,Aurora,DUPAGE
51-0531541,"Maganti IT Resources LLC",1,1,Schaumburg,COOK
51-0407971,"Barclays Services LLC",1,1,"Vernon Hills",LAKE
51-0406223,"Infinite Computer Solutions, Inc.",1,1,Chicago,COOK
51-0386399,"GEA North America Inc.",1,1,Romeoville,WILL
51-0354549,"DaVita, Inc.",1,1,"Vernon Hills",LAKE
51-0270175,"Bunzl Distribution USA, Inc.",1,1,"Morton Grove",COOK
51-0217097,"Saint Anthony Hospital",1,1,Chicago,COOK
48-1215361,"USM Business Sytems Inc",1,1,Warrenville,DUPAGE
48-1142936,"Brightspeed Management LLC",1,1,Chicago,COOK
48-0770612,"BARTLETT & WEST, INC.",1,1,CHICAGO,COOK
47-5551810,"Mehr Dental Arts and Orthodontics",1,1,Chicago,COOK
47-5538688,"Synata Bio Inc.",1,1,Warrenville,DUPAGE
47-5379579,"CF Industries Employee Services, LLC",1,1,Northbrook,COOK
47-5316364,"Dermacare LLC",1,1,Chicago,COOK
47-5298764,"Solera Health, Inc.",1,1,Naperville,DUPAGE
47-5212844,"Plume Design, Inc.",1,1,Chicago,COOK
47-5184678,"Tapwage Inc.",1,1,Chicago,COOK
47-5134166,"UNIQUE COMPUTING LLC",1,1,AURORA,KANE
47-5117923,"Amvotech Solutions Inc",1,1,"Oakbrook Terrace",DUPAGE
47-5090430,"DarkOwl LLC",1,1,Chicago,COOK
47-5047462,"LEAP ORBIT, LLC",1,1,CHICAGO,COOK
47-5022839,"Outcomes Operating, Inc.",1,1,Lombard,DUPAGE
47-4924110,"Better Earth LLC",1,0,Chicago,COOK
47-4679610,"Convr Inc.",1,1,Schaumburg,COOK
47-4658171,"TRANSPARENT MEDIA PARTNERS LLC",1,1,Chicago,COOK
47-4591785,"Redbud Technologies Inc",1,1,Schaumburg,COOK
47-4553345,"Zero Hash Holdings Ltd.",1,1,Chicago,COOK
47-4386637,"Indus Consulting Inc",1,1,Chicago,COOK
47-4380761,"PDF ENGINEERING LLC",1,1,CHICAGO,COOK
47-4325807,"VERTICAL RELEVANCE INC",1,1,CHICAGO,COOK
47-4311632,"Dremio Corporation",1,1,Chicago,COOK
47-4296268,"Praitech Inc",1,1,"Buffalo Grove",LAKE
47-4251233,"Crafty, LLC",1,1,Chicago,COOK
47-4205575,"Think Logic Systems Inc",1,1,Mundelien,LAKE
47-4193854,"HS TECHNOLOGIES LLC",1,1,Chicago,COOK
47-4135125,"CMC GLOBAL SOLUTIONS,INC.",1,1,"SAINT CHARLES",KANE
47-3987257,"Bonterra, LLC",1,1,Chicago,COOK
47-3979452,"Oscar Management Corporation",1,1,Aurora,WILL
47-3934443,"UNICON SCIENCES INC",1,1,"Des Plaines",COOK
47-3828446,"Orion Engineers, PLLC",1,1,Chicago,COOK
47-3782766,"AGILYSIS, INC.",1,1,NAPERVILLE,DUPAGE
47-3657527,"Brightworks Sustainability LLC",1,1,Chicago,COOK
47-3556480,"RIVIAN AUTOMOTIVE, LLC",1,1,Springfield,COOK
47-3530094,"Law Office of Nirav S. Patel, P.C.",1,1,Bloomingdale,DUPAGE
47-3329098,"Niktor IT Inc",1,1,"Buffalo Grove",LAKE
47-3249061,"OPTIMAS OE SOLUTIONS, LLC",1,1,"Wood Dale",DUPAGE
47-3164506,"Julia Skuibida Agency Inc",1,0,Chicago,COOK
47-3114312,"MONTESSORI GIFTED PREP LLC",1,1,Hinsdale,DUPAGE
47-3100039,"Samsara Inc.",1,1,Naperville,DUPAGE
47-3065152,"Corevance Inc",1,1,Chicago,COOK
47-3015420,"Cainiao Supply Chain U.S. Inc.",1,1,"Elk Grove Village",DUPAGE
47-2989461,"Pillar CPA Ltd.",1,1,Naperville,DUPAGE
47-2859426,"Highland Park-Highwood Legal Aid Clinic",1,1,"Highland Park",LAKE
47-2847925,"Invixon Technologies, Inc.",1,1,Schaumburg,COOK
47-2830841,"Checkbook Inc.",1,1,Chicago,COOK
47-2676367,"USA Freight Inc.",1,1,"Des Plaines",COOK
47-2624966,"Sierre Consulting Inc.",1,1,Riverwoods,LAKE
47-2614791,"William Blair Investment Management, LLC",1,1,Chicago,COOK
47-2605092,"Simcab Technologies Inc",1,1,Niles,COOK
47-2431093,"CUBE HUB INC",1,1,CHICAGO,COOK
47-2418349,"phData, Inc.",1,1,Plainfield,WILL
47-2411549,"NYBBLE TEKSOLUTIONS INC",1,1,Lincolnshire,LAKE
47-2362151,"Dynatrace LLC",1,1,Chicago,COOK
47-2339289,"RATIO States, LLC",1,1,Chicago,COOK
47-2292085,"INTELI PLATFORMS INC.",1,1,CHICAGO,COOK
47-2225841,"KGBAL Manufacturing LLC",1,1,"Carol Stream",DUPAGE
47-2163805,"DeWolfe Aesthetic Services, SC",1,1,Chicago,COOK
47-2142661,"Komals Passion Leather LLC",1,1,Batavia,DUPAGE
47-2123369,"Texas Physicians Primary Care PLLC",1,1,Chicago,COOK
47-2045019,"TRUSORT FASTENER SERVICES, LLC",1,1,Posen,COOK
47-2036136,"Q9 Software LLC",1,1,Palatine,COOK
47-2013898,"Hillsoft Business Solutions LLC",1,1,Naperville,DUPAGE
47-1971756,"Baxalta US Inc.",1,1,Libertyville,LAKE
47-1935798,"One Pass Solutions, Inc.",1,1,"Buffalo Grove",LAKE
47-1879240,"Crown Point Truck & Trailer Repair Center",1,1,"Morton Grove",COOK
47-1871100,"Technicity LLC",1,1,Mundelein,LAKE
47-1817915,"Pareto Intelligence LLC",1,1,Chicago,COOK
47-1792419,"Revelado Inc",1,1,Naperville,DUPAGE
47-1780335,"VidMob, Inc.",1,1,Naperville,WILL
47-1774631,"Zenseer Corp",1,1,Aurora,WILL
47-1713090,"Braviant, LLC",1,1,Chicago,COOK
47-1692812,"Cedar Electronics Holding Corp",1,1,"Rolling Meadows",COOK
47-1682869,"EDP of Illinois P.C.",1,1,Wheaton,DUPAGE
47-1634978,"Replogle Globes Partners, LLC",1,1,Hillside,COOK
47-1569795,"LOLA'S PIZZA PALACE LLC",1,1,"Arlington Heights",COOK
47-1536740,"Ingenious Heads LLC",1,1,Deerfield,LAKE
47-1492926,"Hydrian LLC",1,1,"Forest Park",COOK
47-1476643,"MRV Architects, Inc.",1,1,"Rolling Meadows",COOK
47-1284981,"Auctus Capital Partners, Inc.",1,1,Chicago,COOK
47-1254912,"TAH Operations LLC",1,1,CHICAGO,COOK
47-1091691,"Kyros Software Solutions LLC",1,1,Aurora,DUPAGE
47-1056161,"Hang Tung ResourcesUSACo., Ltd.",1,1,Glenview,COOK
47-1039071,"Shopify (USA) Inc.",1,1,Chicago,COOK
47-0964957,"Key Cube Consulting LLC",1,1,Chicago,COOK
47-0912023,"LinkedIn Corporation",1,1,Chicago,COOK
47-0751545,"Data Axle, Inc.",1,1,Chicago,COOK
47-0650799,"M.I. Industries, Inc.",1,1,"Franklin Park",COOK
47-0492822,"DLR Group, Inc.",1,1,Chicago,COOK
47-0353452,"HDR Architecture, Inc.",1,1,Chicago,COOK
47-0351813,"VALMONT INDUSTRIES, INC.",1,1,Bloomingdale,DUPAGE
46-5741051,"IP HEIGHTS LLC",1,1,Mettawa,LAKE
46-5694251,"DENTAL SALON CHICAGO LLC",1,1,CHICAGO,COOK
46-5665726,"Cypress Creek Renewables, LLC",1,1,Chicago,COOK
46-5612095,"Solenis LLC",1,1,Aurora,DUPAGE
46-5577073,"Kidney Care Center Olympia Fields, LLC",1,1,Harvey,COOK
46-5576228,"Forest Capital Management, LLC",1,1,Chicago,COOK
46-5521749,"AMERICAN ENGINEERING CONSULTANTS, INC.",1,1,CHICAGO,COOK
46-5457961,"Neousys Technology America Inc",1,1,Wheeling,COOK
46-5457667,"DW Hammer, LLC.",1,1,Chicago,COOK
46-5342154,"InCloud LLC",1,1,Chicago,COOK
46-5283393,"Sungrow USA Corporation",1,1,Chicago,COOK
46-5248404,"MYTHRI CONSULTING LLC",1,1,Chicago,COOK
46-5234686,"FrontApp Inc.",1,1,Chicago,COOK
46-5200021,"Yotta Systems Inc.",1,1,Chicago,COOK
46-5115572,"N9 IT SOLUTIONS, INC.",1,1,CHICAGO,COOK
46-5072122,"Highspot, Inc.",1,1,Chicago,COOK
46-5026539,"Prophecy Consulting Inc.",1,1,Naperville,DUPAGE
46-5000676,"CryoSRV LLC",1,1,Schaumburg,COOK
46-4996087,"CRITICALRIVER, INC.",1,1,Chicago,COOK
46-4833432,"Rausch Infrastructure, LLC",1,1,"Des Plaines",COOK
46-4788819,"Fstone Technologies LLC",1,1,Chicago,COOK
46-4764122,"Spiroflow Automation Solutions Inc.",1,1,Lombard,DUPAGE
46-4748597,"C&S Roasters LLC",1,1,"Forest Park",COOK
46-4639056,"MBN Financial Services, Inc.",1,1,Northfield,COOK
46-4502094,"PMsquare LLC",1,1,"Oak Brook",DUPAGE
46-4443398,"Cloudbyz Inc.",1,1,Naperville,DUPAGE
46-4386937,"Vorteq Coil Finishers, LLC",1,1,"Franklin Park",COOK
46-4316572,"AS Trans Inc.",1,1,"BLUE ISLAND",COOK
46-4309779,"DATADELIVERS LLC",1,1,SCHAUMBURG,COOK
46-4258551,"Quantiphi, Inc.",1,1,Aurora,DUPAGE
46-4239227,"RACEDOG LIMITED",1,1,CHICAGO,COOK
46-4092041,"Walder Family Foundation",1,1,Skokie,COOK
46-4039411,"Clayens US, LLC",1,1,"Crystal Lake",MCHENRY
46-3942069,"PHC Corporation of North America",1,1,"Wood Dale",DUPAGE
46-3924802,"Specialist Resources Global, Inc.",1,1,Chicago,COOK
46-3917137,"Platform9 Systems, Inc.",1,1,Chicago,COOK
46-3823617,"HM Health Solutions, Inc.",1,1,"Hawthorn Woods",LAKE
